File Name,Component RT,Compound Name,CAS#,Component RI,Component Area,Formula,Match Factor
2-3.D,31.9555681305978,"Oxime-, methoxy-phenyl-_",1000222-86-6,1738.54788484866,9672262.97138975,C8H9NO2,79.7306359453582
2-1.D,31.9560194467105,"Oxime-, methoxy-phenyl-_",1000222-86-6,1738.56807977047,8496297.82395092,C8H9NO2,79.8097574996852
2-2.D,31.9580105558667,"Oxime-, methoxy-phenyl-_",1000222-86-6,1738.65717540123,8736334.42326773,C8H9NO2,79.5847491616697
4-2.D,31.9601411593651,"Oxime-, methoxy-phenyl-_",1000222-86-6,1738.75251294814,5081758.37564041,C8H9NO2,77.9732391657297
6-2.D,31.9627323775843,"Oxime-, methoxy-phenyl-_",1000222-86-6,1738.86846149921,4671389.05343926,C8H9NO2,76.4895857698393
4-3.D,31.9631443255451,"Oxime-, methoxy-phenyl-_",1000222-86-6,1738.88689482482,4669534.33088823,C8H9NO2,76.4308517228287
6-3.D,31.9636876710765,"Oxime-, methoxy-phenyl-_",1000222-86-6,1738.91120776251,7088423.4353973,C8H9NO2,78.8409987059265
6-2.D,31.9685665988168,"4-Methoxybenzoic acid, 2-methoxyethyl ester",1000331-49-0,1739.12952384181,430074.177601655,C11H14O4,76.7620860127544
5-2.D,31.9793393585208,"Acetic acid, phenylmethyl ester",140-11-4,1739.61156964922,1799691.02982754,C9H10O2,92.9754132410521
5-1.D,31.980205478301,"Acetic acid, phenylmethyl ester",140-11-4,1739.65032568019,1877706.22729624,C9H10O2,92.5744537443621
5-3.D,31.9817975136278,"Acetic acid, phenylmethyl ester",140-11-4,1739.72156406067,1851629.38945213,C9H10O2,92.1564104888004
2-1.D,31.9877676483262,"Acetic acid, phenylmethyl ester",140-11-4,1739.98870808691,3454239.52557296,C9H10O2,94.6915985890947
2-3.D,31.9878249424604,"Acetic acid, phenylmethyl ester",140-11-4,1739.99127181226,2979379.06437018,C9H10O2,94.679098915813
2-2.D,31.9882763397092,"Acetic acid, phenylmethyl ester",140-11-4,1740.01147036465,2804261.4420026,C9H10O2,94.5723066813822
6-2.D,32.0197427589894,"Thiazole, 2-ethyl-",15679-09-1,1741.41948984202,133219.477353492,C5H7NS,76.1414905777116
3-3.D,32.0239155790228,"Thiazole, 2-ethyl-",15679-09-1,1741.60620990795,55973.4869675721,C5H7NS,75.3229841393639
6-1.D,32.0553156882122,"Ethanone, 2-(formyloxy)-1-phenyl-",55153-12-3,1743.01126222535,1276230.77538575,C9H8O3,95.1200771229012
6-3.D,32.0558812043493,"1-Propanone, 1-phenyl-",93-55-0,1743.03656722522,1373099.04065476,C9H10O,90.275899909067
6-2.D,32.0560408853785,"1-Propanone, 1-phenyl-",93-55-0,1743.04371242968,1362564.6806087,C9H10O,90.5489332070131
5-2.D,32.0566199894284,"1-Propanone, 1-phenyl-",93-55-0,1743.06962544426,1330734.60146923,C9H10O,91.7392641536239
5-1.D,32.0568802106736,"1-Propanone, 1-phenyl-",93-55-0,1743.08126949497,1148486.14143441,C9H10O,91.2063314446529
5-3.D,32.0574911506608,"1-Propanone, 1-phenyl-",93-55-0,1743.10860706376,1360787.6521415,C9H10O,91.2819951497183
4-3.D,32.059219050268,"1-Propanone, 1-phenyl-",93-55-0,1743.18592492697,1000845.0363893,C9H10O,90.5607408673725
4-1.D,32.0604058373177,"1-Propanone, 1-phenyl-",93-55-0,1743.2390297708,1133683.44756612,C9H10O,91.0971930296847
3-2.D,32.0604067571972,"1-Propanone, 1-phenyl-",93-55-0,1743.2390709324,723070.659880793,C9H10O,90.1939192154672
4-2.D,32.0622148130409,"1-Propanone, 1-phenyl-",93-55-0,1743.31997552537,1083502.84312483,C9H10O,91.5372393287782
3-1.D,32.0628248003499,"1-Propanone, 1-phenyl-",93-55-0,1743.34727046491,719225.416366188,C9H10O,89.793162798781
3-3.D,32.0636221325523,"Ethanone, 2-(formyloxy)-1-phenyl-",55153-12-3,1743.38294847648,465955.196091514,C9H8O3,95.5087261466695
3-3.D,32.0637846715505,"1-Propanone, 1-phenyl-",93-55-0,1743.39022156571,583737.998914873,C9H10O,89.5784000366284
1-2.D,32.0642057870849,"Ethanone, 2-(formyloxy)-1-phenyl-",55153-12-3,1743.4090651103,509667.868343686,C9H8O3,94.7455458586456
2-1.D,32.0650232320958,"Ethanone, 2-(formyloxy)-1-phenyl-",55153-12-3,1743.44564310434,571861.650835906,C9H8O3,95.7428981565955
1-1.D,32.0658191031808,"1-Propanone, 1-phenyl-",93-55-0,1743.48125573567,577434.269514364,C9H10O,90.1614011058916
2-3.D,32.0663337350523,"1-Propanone, 1-phenyl-",93-55-0,1743.50428383087,568379.008445448,C9H10O,89.1239630103005
2-2.D,32.0672209301202,"1-Propanone, 1-phenyl-",93-55-0,1743.54398291212,576830.021604417,C9H10O,89.3087374963242
1-3.D,32.067428707335,"Ethanone, 2-(formyloxy)-1-phenyl-",55153-12-3,1743.55328026378,499767.159458009,C9H8O3,95.0414977331155
2-2.D,32.0677830796948,"Ethanone, 2-(formyloxy)-1-phenyl-",55153-12-3,1743.56913726932,443078.707592459,C9H8O3,92.4217541327343
4-1.D,32.0880530864269,"1H-Pyrazole, 5-methoxy-1,3-dimethyl-",53091-80-8,1744.47615385837,92705.7770778241,C6H10N2O,75.8462905083981
2-1.D,32.092112286813,"2-Furancarboxylic acid, hydrazide",3326-71-4,1744.65778981622,104985.266026665,C5H6N2O2,75.9325714605312
1-1.D,32.092334260636,"2-Furancarboxylic acid, hydrazide",3326-71-4,1744.66772241972,139878.170084624,C5H6N2O2,81.535799496041
3-3.D,32.0927724135099,"2-Furancarboxylic acid, hydrazide",3326-71-4,1744.6873283296,79751.2694582642,C5H6N2O2,75.3763290297997
2-3.D,32.0929374918295,"2-Furancarboxylic acid, hydrazide",3326-71-4,1744.69471504517,86975.8776148941,C5H6N2O2,75.1984928521642
1-2.D,32.0933639724972,"2-Furancarboxylic acid, hydrazide",3326-71-4,1744.71379866195,121799.74715564,C5H6N2O2,84.0605258167929
2-2.D,32.0936408343444,"2-Furancarboxylic acid, hydrazide",3326-71-4,1744.72618732524,78855.7680670095,C5H6N2O2,84.8715486674822
4-1.D,32.0960187925207,4-Benzyloxy-3-hydroxy-2-methyl-1-butene,1000432-17-9,1744.832593,80066.5427196415,C12H16O2,79.3773979398638
1-3.D,32.0960944233933,"2-Furancarboxylic acid, hydrazide",3326-71-4,1744.8359774205,133496.407345432,C5H6N2O2,80.488770827787
6-3.D,32.1178496757019,"Phenol, 2-propyl-",644-35-9,1745.80945389752,198693.657743093,C9H12O,76.1363230615673
5-1.D,32.1212575622702,"Phenol, 2-propyl-",644-35-9,1745.96194568956,189787.295828111,C9H12O,79.0967549983703
5-2.D,32.1213593238594,"Phenol, 2-propyl-",644-35-9,1745.96649918827,265927.823701458,C9H12O,83.7768890750802
4-1.D,32.1216174864419,"Phenol, 2-propyl-",644-35-9,1745.97805112054,106496.868828847,C9H12O,77.5954741147731
4-3.D,32.1224527496358,"Phosphinic acid, diethyl-, methyl ester",1000306-03-5,1746.01542642007,125737.731187032,C5H13O2P,78.4955393503932
5-3.D,32.1240912487274,"Phenol, 2-propyl-",644-35-9,1746.08874390225,177119.741100681,C9H12O,78.8445295988554
5-2.D,32.217151159314,"3,6-Nonadien-1-ol, (E,Z)-",56805-23-3,1750.25287091972,1391345.59300066,C9H16O,83.9905119849619
6-3.D,32.2173961292154,"3,6-Nonadien-1-ol, (E,Z)-",56805-23-3,1750.26383252262,1363903.14063907,C9H16O,84.0386465502457
6-1.D,32.2174717852239,"3,6-Nonadien-1-ol, (E,Z)-",56805-23-3,1750.26721788187,1287554.11981389,C9H16O,84.796178513959
6-2.D,32.2181945461106,"3,6-Nonadien-1-ol, (E,Z)-",56805-23-3,1750.29955907064,1214273.46621477,C9H16O,87.1815823960987
5-1.D,32.218248500998,"3,6-Nonadien-1-ol, (E,Z)-",56805-23-3,1750.30197337561,1414867.33823167,C9H16O,84.4468019843544
5-3.D,32.2190523812793,"3,6-Nonadien-1-ol, (E,Z)-",56805-23-3,1750.33794439231,1448419.66461756,C9H16O,84.2059197724416
4-2.D,32.2194987345297,"3,6-Nonadien-1-ol, (E,Z)-",56805-23-3,1750.35791724224,985537.857822941,C9H16O,79.3567887839519
4-3.D,32.2195396343887,"3,6-Nonadien-1-ol, (E,Z)-",56805-23-3,1750.35974737733,1114336.98551047,C9H16O,85.2069791341561
4-1.D,32.2197781987207,"3,6-Nonadien-1-ol, (E,Z)-",56805-23-3,1750.37042235192,1139508.96133749,C9H16O,84.6556130343308
3-2.D,32.2223899981785,"3,6-Nonadien-1-ol, (E,Z)-",56805-23-3,1750.48729184618,1895538.45751182,C9H16O,90.7644155419205
3-3.D,32.2224066744036,"3,6-Nonadien-1-ol, (E,Z)-",56805-23-3,1750.48803805278,1698967.66481148,C9H16O,87.4905580231101
3-1.D,32.2226747704358,"3,6-Nonadien-1-ol, (E,Z)-",56805-23-3,1750.50003447448,1934334.92153307,C9H16O,91.7441625452618
1-2.D,32.2244643813505,"3,6-Nonadien-1-ol, (E,Z)-",56805-23-3,1750.58011371713,2260936.28104967,C9H16O,92.1528488813421
1-1.D,32.2247049362853,"3,6-Nonadien-1-ol, (E,Z)-",56805-23-3,1750.59087776469,2427756.66396695,C9H16O,93.5781796025713
2-3.D,32.2248675150155,"3,6-Nonadien-1-ol, (E,Z)-",56805-23-3,1750.5981526318,1672534.94488853,C9H16O,90.5955696409536
1-3.D,32.2251493673017,"3,6-Nonadien-1-ol, (E,Z)-",56805-23-3,1750.61076460094,2263302.82180751,C9H16O,93.3179373727996
2-1.D,32.2252346952267,"3,6-Nonadien-1-ol, (E,Z)-",56805-23-3,1750.61458274686,1917356.92503592,C9H16O,90.3691964457615
2-2.D,32.2258573023776,"3,6-Nonadien-1-ol, (E,Z)-",56805-23-3,1750.6424423831,1531191.8633384,C9H16O,90.2992282264847
6-3.D,32.3272520121461,Isophthalaldehyde,626-19-7,1755.17952443825,439170.549760845,C8H6O2,86.4911768918404
6-2.D,32.3275677121906,"Benzaldehyde, 2,5-dimethyl-",5779-94-2,1755.19365098401,591850.519733998,C9H10O,88.9897632261776
6-1.D,32.3298431353328,"Benzaldehyde, 2,5-dimethyl-",5779-94-2,1755.29546873692,575899.077647377,C9H10O,87.3744012577002
5-3.D,32.3301821351252,"Benzaldehyde, 2,5-dimethyl-",5779-94-2,1755.31063787029,513074.407729847,C9H10O,86.9187146762424
5-1.D,32.3312494995159,"Benzaldehyde, 2,5-dimethyl-",5779-94-2,1755.35839894021,520505.549685515,C9H10O,87.6019624897328
5-2.D,32.331762758658,"Benzaldehyde, 2,5-dimethyl-",5779-94-2,1755.38136561026,515079.861422599,C9H10O,86.4292441001819
4-1.D,32.3322223269925,Isophthalaldehyde,626-19-7,1755.40192979204,230922.811199419,C8H6O2,88.3475692552705
4-2.D,32.3350293400915,Isophthalaldehyde,626-19-7,1755.52753445908,202610.700675388,C8H6O2,81.5751257515679
4-3.D,32.3355767888929,Isophthalaldehyde,626-19-7,1755.55203100469,177154.003,C8H6O2,88.2405682829618
3-1.D,32.3372532567386,"1,2-Benzenediol, O-(4-ethylbenzoyl)-O'-propargyloxycarbonyl-",1000329-75-1,1755.62704746459,133613.755800198,C19H16O5,85.3629283116106
3-2.D,32.3409238706168,"1,2-Benzenediol, O-(4-ethylbenzoyl)-O'-propargyloxycarbonyl-",1000329-75-1,1755.79129544553,101903.832464291,C19H16O5,84.6997023708797
1-3.D,32.3416575925652,"1,2-Benzenediol, O-(4-ethylbenzoyl)-O'-propargyloxycarbonyl-",1000329-75-1,1755.82412710602,71844.4174784687,C19H16O5,82.2945529525333
3-3.D,32.3446617461302,"1,2-Benzenediol, O-(4-ethylbenzoyl)-O'-propargyloxycarbonyl-",1000329-75-1,1755.95855316495,83438.5600437276,C19H16O5,81.5955074196801
1-2.D,32.345437457069,"1,2-Benzenediol, O-(4-ethylbenzoyl)-O'-propargyloxycarbonyl-",1000329-75-1,1755.99326369559,83311.5007145909,C19H16O5,85.8726411422324
1-1.D,32.3491469241492,Isophthalaldehyde,626-19-7,1756.15925023041,79904.829325368,C8H6O2,84.8134295912391
6-3.D,32.494464592357,"1,2-Benzenediol, o-(2-chloropropionyl)-o'-(4-ethylbenzoyl)-",1000325-96-9,1762.66174120087,153296.00307216,C18H17ClO4,79.9394184337293
6-1.D,32.4949767669528,"4-Ethylbenzoic acid, 2,3-dichlorophenyl ester",1000331-31-5,1762.68465934101,228388.78996189,C15H12Cl2O2,83.1056078166992
5-1.D,32.4966653719167,"1,2-Benzenediol, o-(2-chloropropionyl)-o'-(4-ethylbenzoyl)-",1000325-96-9,1762.76021889729,180732.53149648,C18H17ClO4,80.2809860043894
5-3.D,32.4967444232204,"Benzaldehyde, 2,5-dimethyl-",5779-94-2,1762.76375618491,218495.355964587,C9H10O,80.8661844068591
5-1.D,32.4972613148018,"Benzaldehyde, 2,5-dimethyl-",5779-94-2,1762.78688539475,210540.320660066,C9H10O,80.9352562288888
5-2.D,32.4981022931093,"Benzaldehyde, 2,5-dimethyl-",5779-94-2,1762.82451642694,217711.952406943,C9H10O,83.1170947603048
4-1.D,32.4981646958884,"Benzaldehyde, 2,5-dimethyl-",5779-94-2,1762.82730874747,185948.935921813,C9H10O,81.4102381424558
4-2.D,32.4986417231936,"Benzaldehyde, 2,5-dimethyl-",5779-94-2,1762.84865416116,161626.961178343,C9H10O,81.3361949558281
6-2.D,32.5000245718293,Isophthalaldehyde,626-19-7,1762.91053212052,181261.219390204,C8H6O2,78.7882139799139
6-3.D,32.5001353559502,"Benzaldehyde, 2,5-dimethyl-",5779-94-2,1762.91548934805,313671.861708513,C9H10O,80.1963901474966
6-2.D,32.5001560191371,"Benzaldehyde, 2,5-dimethyl-",5779-94-2,1762.91641395817,213319.433383187,C9H10O,78.3428101263349
4-3.D,32.5018692311262,"Benzaldehyde, 2,5-dimethyl-",5779-94-2,1762.99307459845,189002.664800213,C9H10O,85.1700183869045
3-3.D,32.5028453690615,"Benzaldehyde, 2,5-dimethyl-",5779-94-2,1763.03675358249,398516.884820629,C9H10O,91.5040340712422
1-3.D,32.504071791647,"Benzaldehyde, 2,4-dimethyl-",15764-16-6,1763.09163198707,404253.491570691,C9H10O,87.3949984964368
3-1.D,32.5051842282077,"Benzaldehyde, 2,5-dimethyl-",5779-94-2,1763.14140988937,502918.979359361,C9H10O,90.1603072068764
3-2.D,32.505441118534,"Benzaldehyde, 2,4-dimethyl-",15764-16-6,1763.15290489234,390313.006402321,C9H10O,88.0968158846081
2-1.D,32.5060777143081,Isophthalaldehyde,626-19-7,1763.18139047379,246598.400363887,C8H6O2,85.1614063484941
1-2.D,32.5067661098524,"Benzaldehyde, 2,5-dimethyl-",5779-94-2,1763.21219392574,362221.439950433,C9H10O,90.9456266342295
2-2.D,32.5088060009637,"Benzaldehyde, 2,5-dimethyl-",5779-94-2,1763.30347238964,270729.215538642,C9H10O,91.0310392618963
2-3.D,32.5098332945592,"1,4-Benzenedicarboxaldehyde",623-27-8,1763.34944042237,259598.41559396,C8H6O2,90.3094519812855
2-3.D,32.5106949728498,"Benzaldehyde, 2,5-dimethyl-",5779-94-2,1763.38799771119,355530.695127852,C9H10O,85.0404431172885
1-1.D,32.5114657350083,"Benzaldehyde, 2,4-dimethyl-",15764-16-6,1763.42248680008,459284.366088756,C9H10O,87.5491502460705
5-2.D,32.5673840294579,3-Cyclopentyl-1-propyne,116279-08-4,1765.92464781895,1309744.94684156,C8H12,76.1263459840775
5-1.D,32.5675631096576,3-Cyclopentyl-1-propyne,116279-08-4,1765.93266107292,1298310.86432213,C8H12,76.2683643967545
5-2.D,32.567953549412,"trans,cis-2,6-Nonadienyl acetate",68555-65-7,1765.95013197655,1522258.01811112,C11H18O2,79.0772175157617
5-1.D,32.5682883151266,"trans,cis-2,6-Nonadien-1-ol",28069-72-9,1765.96511164877,1606183.39016109,C9H16O,77.5079593907299
6-2.D,32.5727135022634,"Pentanoic acid, 2-methyl-",97-61-0,1766.16312431821,1171735.66210765,C6H12O2,82.0183460218608
6-3.D,32.5731391746209,"Pentanoic acid, 2-methyl-",97-61-0,1766.18217176574,986710.271106297,C6H12O2,83.9619337333219
4-3.D,32.5735992892163,"Pentanoic acid, 2-methyl-",97-61-0,1766.20276039092,1131177.09973386,C6H12O2,84.0015084256509
4-1.D,32.5745017565752,"Pentanoic acid, 2-methyl-",97-61-0,1766.24314285731,1224061.21839446,C6H12O2,85.5660057873293
6-1.D,32.574520235649,"Pentanoic acid, 2-methyl-",97-61-0,1766.2439697355,725678.608754788,C6H12O2,75.988142016806
4-2.D,32.5748135319675,"Pentanoic acid, 2-methyl-",97-61-0,1766.2570937877,1079896.58269291,C6H12O2,84.2011035722924
5-2.D,32.5754832661922,"Pentanoic acid, 2-methyl-",97-61-0,1766.28706220656,748821.351867399,C6H12O2,76.6859796796322
5-3.D,32.5758165653608,"Pentanoic acid, 2-methyl-",97-61-0,1766.30197625563,849999.074799874,C6H12O2,77.9750528778341
5-1.D,32.5773574765416,"Pentanoic acid, 2-methyl-",97-61-0,1766.37092699757,723608.577817712,C6H12O2,77.4306553678533
3-2.D,32.5784798016452,"Pentanoic acid, 2-methyl-",97-61-0,1766.42114737987,689809.587468709,C6H12O2,77.7724918308755
3-3.D,32.5785645875697,"Pentanoic acid, 2-methyl-",97-61-0,1766.42494127303,916960.386052516,C6H12O2,83.0287609221289
3-1.D,32.5809522119253,"Pentanoic acid, 2-methyl-",97-61-0,1766.53177966374,757538.820829916,C6H12O2,83.0016352303132
1-2.D,32.5850072254281,"Pentanoic acid, 2-methyl-",97-61-0,1766.71322827225,455309.276274704,C6H12O2,77.6151374118749
6-2.D,32.6153982946693,"1,4-Cyclohexanedione",637-88-7,1768.07312934801,1726392.74858138,C6H8O2,85.0157924004996
5-1.D,32.6177749281862,"1,4-Cyclohexanedione",637-88-7,1768.17947593459,1296610.6705804,C6H8O2,81.2174629870653
6-3.D,32.6179200171596,"1,4-Cyclohexanedione",637-88-7,1768.18596819222,1794585.39470294,C6H8O2,83.5714753153302
5-2.D,32.6180405300719,1-Penten-3-one,1629-58-9,1768.19136075138,1066164.78309177,C5H8O,85.6149417409442
5-2.D,32.6183113264554,"2,3-Dihydro-2-methyl-5-ethylfuran",1000288-51-4,1768.20347800499,1255669.33182132,C7H12O,80.3212143345095
5-3.D,32.6191359374048,"1,4-Cyclohexanedione",637-88-7,1768.24037665137,1377847.08291852,C6H8O2,80.3409567717681
5-3.D,32.6195806934944,"2H-Pyran-2,6(3H)-dione",5926-95-4,1768.26027803358,1226360.68342057,C5H4O3,79.9190544999491
4-2.D,32.6203138712227,"1,4-Cyclohexanedione",637-88-7,1768.29308534199,1324236.5087073,C6H8O2,83.6038692559844
6-1.D,32.6213429057742,"1,4-Cyclohexanedione",637-88-7,1768.33913127681,1460673.73201601,C6H8O2,84.3938169166145
3-2.D,32.6216993390892,"1,4-Cyclohexanedione",637-88-7,1768.35508050337,1179407.61865964,C6H8O2,81.5305439845162
3-3.D,32.6219611827665,"2,3-Dihydro-2-methyl-5-ethylfuran",1000288-51-4,1768.36679715261,1014318.6708951,C7H12O,83.673291510424
4-1.D,32.6220394504316,"1,4-Cyclohexanedione",637-88-7,1768.37029937496,1348077.66877733,C6H8O2,84.4780721533852
4-3.D,32.6225360302976,"1,4-Cyclohexanedione",637-88-7,1768.39251970188,1304242.56630167,C6H8O2,84.1533430808495
2-1.D,32.6248102862341,"1,4-Cyclohexanedione",637-88-7,1768.49428522615,991512.963955295,C6H8O2,83.6303805452856
3-1.D,32.6250789979193,"1,4-Cyclohexanedione",637-88-7,1768.50630919632,1192171.96065529,C6H8O2,82.4111998066241
1-1.D,32.6269792717019,"2H-Pyran-2,6(3H)-dione",5926-95-4,1768.59134024082,697204.063668453,C5H4O3,82.7781262106366
1-1.D,32.6271034813875,"1,4-Cyclohexanedione",637-88-7,1768.59689821852,570408.778719374,C6H8O2,87.6378829706682
2-2.D,32.6271862372799,"2H-Pyran-2,6(3H)-dione",5926-95-4,1768.60060127438,801194.055188006,C5H4O3,82.3144626278613
1-3.D,32.627226940493,"2H-Pyran-2,6(3H)-dione",5926-95-4,1768.60242261021,663504.331182224,C5H4O3,79.2903334845039
2-3.D,32.6272848726637,"1,4-Cyclohexanedione",637-88-7,1768.60501488561,899356.813320348,C6H8O2,82.6964513019144
1-2.D,32.6279884352417,"1,4-Cyclohexanedione",637-88-7,1768.63649701278,759639.734158555,C6H8O2,82.9548929308684
6-1.D,32.6722776484138,"4-Decene, 2,2-dimethyl-, (E)-",55534-69-5,1770.61829463101,1939000.99985017,C12H24,78.0874655456547
5-1.D,32.673616087976,"4-Decene, 2,2-dimethyl-, (E)-",55534-69-5,1770.67818542939,1894479.41076003,C12H24,78.6491854295643
5-2.D,32.6743911670953,"4-Decene, 2,2-dimethyl-, (E)-",55534-69-5,1770.71286768817,1959376.78613162,C12H24,78.0707059599163
4-3.D,32.6745163387274,Triethylenediamine,280-57-9,1770.71846870984,1451469.35662293,C6H12N2,75.1946805187251
5-3.D,32.6751834241866,"4-Decene, 2,2-dimethyl-, (E)-",55534-69-5,1770.74831860509,1655286.35083064,C12H24,78.5464830316751
4-2.D,32.6755893995115,"4-Decene, 2,2-dimethyl-, (E)-",55534-69-5,1770.76648467476,1036782.44765992,C12H24,76.3034267430484
4-1.D,32.6759029206012,"4-Decene, 2,2-dimethyl-, (E)-",55534-69-5,1770.7805137194,1152188.72602892,C12H24,75.5849234554231
3-2.D,32.6778590855603,"Formic acid, 2-ethylhexyl ester",1000368-94-7,1770.86804571148,1570749.34108526,C9H18O2,83.4035112176245
3-2.D,32.6780934920402,Triethylenediamine,280-57-9,1770.87853463577,1524936.58317038,C6H12N2,81.7857258822193
3-1.D,32.6801366500948,"4-Decene, 2,2-dimethyl-, (E)-",55534-69-5,1770.96995928472,1496452.18073579,C12H24,80.8006692946706
3-3.D,32.680678098273,"4-Decene, 2,2-dimethyl-, (E)-",55534-69-5,1770.99418732204,1625172.61475158,C12H24,79.8577967509109
2-3.D,32.681219999018,"4-Decene, 2,2-dimethyl-, (E)-",55534-69-5,1771.01843561026,1279929.0762743,C12H24,79.4908720141585
2-1.D,32.6814998106144,"4-Decene, 2,2-dimethyl-, (E)-",55534-69-5,1771.03095626519,1424369.65602211,C12H24,77.5768889668257
1-2.D,32.6816133547221,"Cyclohexanone, 4-methyl-",589-92-4,1771.03603699311,1549015.36227353,C7H12O,84.9281469714963
1-3.D,32.6819538427659,"4-Decene, 2,2-dimethyl-, (E)-",55534-69-5,1771.05127272087,1757964.14439311,C12H24,81.8065213926388
2-2.D,32.6822759964945,"4-Decene, 2,2-dimethyl-, (E)-",55534-69-5,1771.0656880479,1294690.19529609,C12H24,77.5643668909904
2-2.D,32.6822760606865,"2-Hexene, 5,5-dimethyl-, (Z)-",39761-61-0,1771.06569092028,1026139.53533272,C8H16,79.9234055397492
1-1.D,32.6822880009236,"4-Decene, 2,2-dimethyl-, (E)-",55534-69-5,1771.06622520689,1785225.95367791,C12H24,83.8864760956831
3-3.D,32.6926069736003,"Benzeneacetic acid, methyl ester",101-41-7,1771.52796552713,180173.889450315,C9H10O2,75.8502617270647
3-2.D,32.6937505863137,"Benzeneacetic acid, methyl ester",101-41-7,1771.57913846043,213522.95146813,C9H10O2,79.2464796193986
2-1.D,32.6949194063743,"Benzeneacetic acid, methyl ester",101-41-7,1771.63143934018,140524.042774883,C9H10O2,83.4895697715902
2-1.D,32.6950232829824,[4-Fluorobut-2-en-1-yl]benzene,1000444-03-1,1771.63608747908,155499.772449332,C10H11F,81.7344628859185
1-1.D,32.6950742717106,"Benzeneacetic acid, methyl ester",101-41-7,1771.63836905811,68711.2990939166,C9H10O2,77.24661971
3-1.D,32.6957652747509,"Benzeneacetic acid, methyl ester",101-41-7,1771.66928918699,145775.732896537,C9H10O2,77.1203457222327
5-3.D,32.7271713612521,"15-Hydroxy-7-oxodehydroabietic acid, methyl ester, TMS derivative",1000292-79-6,1773.07460896958,44426.7658744602,C24H36O4Si,75.1700935362294
3-3.D,32.7290188652702,"15-Hydroxy-7-oxodehydroabietic acid, methyl ester, TMS derivative",1000292-79-6,1773.15727873949,53372.4732148271,C24H36O4Si,75.328962125347
5-1.D,32.7907024683208,"1-Pentanone, 1-(4-methylphenyl)-",1671-77-8,1775.91741848581,91201.3613739869,C12H16O,77.9502534143316
4-1.D,32.7938074900001,"1-Pentanone, 1-(4-methylphenyl)-",1671-77-8,1776.05635806336,72662.5834455302,C12H16O,75.0889970059052
6-3.D,32.7939382786419,"1-Pentanone, 1-(4-methylphenyl)-",1671-77-8,1776.06221042787,127560.657353684,C12H16O,78.765405109871
6-3.D,32.7942461484356,"1,2-Benzenediol, o-(2,2,3,3,4,4,4-heptafluorobutyryl)-o'-(4-methylbenzoyl)-",1000325-97-7,1776.07598659547,112404.08449509,C18H11F7O4,82.1045140471422
6-2.D,32.7942994765519,"1-Pentanone, 1-(4-methylphenyl)-",1671-77-8,1776.07837285448,117065.641772431,C12H16O,77.9385420078816
5-3.D,32.794397802803,"1-Pentanone, 1-(4-methylphenyl)-",1671-77-8,1776.08277263303,114247.401965626,C12H16O,75.6088599795596
6-1.D,32.7944807681494,"1-Pentanone, 1-(4-methylphenyl)-",1671-77-8,1776.08648506128,114658.615453164,C12H16O,77.6119467917081
4-3.D,32.7978683710404,"1-Pentanone, 1-(4-methylphenyl)-",1671-77-8,1776.238069,71108.5252896894,C12H16O,75.0934019454571
